rownames,REGION,SPECIES,TYPE,HABITAT,FGUILD,LengthGroup,TaxonGroup,YEAR,BIOMASS,LANDINGS,NumSpecies
3747,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1973,88.623,8.1107992,1
3748,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1973,235561.961,93190.10622,1
3749,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1973,1322.80025,512.3841669,1
3750,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1973,108346.9396,17284.99434,1
3751,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1973,7496.720938,157.7536574,1
3752,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1973,27837.64684,87.37746853,1
3753,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1973,9035.71909,1257.878295,1
3754,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1973,109.4952667,51.06598794,1
3755,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1973,483.4320645,146.9300353,1
3756,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1973,70550.98702,9617.914483,1
3757,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1973,3041.7177,6001.82794,1
3758,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1973,33.3379,3.430764013,1
3759,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1973,1707.0302,10821.41031,1
3760,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1973,34495.20796,52563.3426,1
3761,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1973,254514.7065,95.2857258,1
3762,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1973,30086.07481,18.1230489,1
3763,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1973,62076.67726,3208.074084,1
3764,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1973,649.2782737,227.4387254,1
3765,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1973,82382.284,2630.890603,1
3766,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1973,404.4439663,242.2077328,1
3767,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1974,17660.4975,1830.922065,1
3768,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1974,34.04065,2.726200918,1
3769,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1974,61317.7459,11367.89079,1
3770,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1974,134.7745526,19.61113425,1
3771,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1974,27489.55289,10773.5075,1
3772,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1974,338.32025,1206.80385,1
3773,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1974,139270.1131,10351.36829,1
3774,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1974,3622.304875,99.23218888,1
3775,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1974,17132.37663,808.2327441,1
3776,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1974,5290.77481,1608.250754,1
3777,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1974,73.43386667,29.69863743,1
3778,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1974,242.2596452,92.60734107,1
3779,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1974,26948.13525,9654.789679,1
3780,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1974,2256.94576,4332.363275,1
3781,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1974,36.9588,2.360175246,1
3782,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1974,3378.989333,12786.29002,1
3783,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1974,33919.78952,57301.57888,1
3784,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1974,136821.6996,162.3733449,1
3785,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1974,45497.30604,0,1
3786,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1974,56839.58088,3819.129935,1
3787,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1974,1165.351989,525.8391762,1
3788,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1974,56552.43178,1969.00746,1
3789,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1974,223.8317071,225.9912119,1
3790,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1975,22194.71273,2340.983315,1
3791,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1975,39.7099,38.47130753,1
3792,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1975,58990.69672,10801.47351,1
3793,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1975,358.0742105,102.056106,1
3794,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1975,248047.1625,126524.0254,1
3795,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1975,479.195,5000.79448,1
3796,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1975,231271.0381,10559.19897,1
3797,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1975,3411.222438,139.934616,1
3798,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1975,15431.93434,873.8575835,1
3799,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1975,7765.47061,2645.229078,1
3800,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1975,188.661,62.78156312,1
3801,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1975,507.4026129,19.06794057,1
3802,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1975,26109.28279,9877.120452,1
3803,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1975,4535.03864,2840.07854,1
3804,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1975,94.1044,4.734438501,1
3805,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1975,8184.511367,11684.71206,1
3806,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1975,84450.36102,67222.69253,1
3807,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1975,121269.1172,129.179589,1
3808,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1975,36089.63732,0,1
3809,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1975,38178.73545,3483.044533,1
3810,GoM,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1975,1.148126763,0.143484545,1
3811,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1975,218.9615446,76.00507102,1
3812,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1975,39529.80456,2178.703021,1
3813,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1975,407.5277052,537.1939683,1
3814,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1976,35524.31331,3378.388776,1
3815,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1976,128.62465,9.288879891,1
3816,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1976,46130.32787,14284.64402,1
3817,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1976,3577.262579,90.12580882,1
3818,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1976,52358.66749,24993.53822,1
3819,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1976,849.9965,3373.164026,1
3820,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1976,87815.5165,10686.0894,1
3821,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1976,3319.8865,246.1141875,1
3822,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1976,38950.3765,1980.488653,1
3823,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1976,8647.3492,3230.566018,1
3824,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1976,765.6540333,181.506168,1
3825,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1976,947.2014839,80.00276955,1
3826,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1976,149717.6878,11403.24188,1
3827,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1976,5086.79096,3410.262818,1
3828,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1976,84.9074,2.620950471,1
3829,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1976,19146.22873,7904.503868,1
3830,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1976,124265.5155,48237.08594,1
3831,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1976,106282.0486,230.0284383,1
3832,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1976,40859.27924,160.5615741,1
3833,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1976,65859.6862,4118.330975,1
3834,GoM,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1976,37.83651309,3.095618647,1
3835,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1976,1012.892917,269.5248569,1
3836,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1976,52705.32978,1785.716741,1
3837,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1976,796.9965159,858.8934748,1
3838,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1977,48190.80704,6888.571059,1
3839,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1977,36.2663,5.124178911,1
3840,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1977,69804.63115,20489.796,1
3841,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1977,653.5019474,67.64340506,1
3842,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1977,38946.08256,15822.9863,1
3843,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1977,1204.759,5781.154583,1
3844,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1977,97606.07615,13167.21652,1
3845,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1977,1978.005375,131.9641601,1
3846,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1977,48342.91664,2836.121081,1
3847,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1977,9306,6029.73522,1
3848,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1977,182.7496,51.4105577,1
3849,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1977,1216.545129,62.32799687,1
3850,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1977,98355.45082,13821.54568,1
3851,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1977,12594.74832,2546.227713,1
3852,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1977,81.50355,2.855417832,1
3853,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1977,4014.6434,4306.032153,1
3854,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1977,66121.33566,35843.63987,1
3855,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1977,100205.7334,477.9178844,1
3856,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1977,28320.26853,0,1
3857,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1977,54970.45804,5055.57047,1
3858,GoM,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1977,214.867631,8.007587142,1
3859,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1977,2100.770778,602.0411611,1
3860,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1977,57904.43278,2262.312278,1
3861,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1977,2210.920948,2476.891648,1
3862,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1978,56157.19304,9301.469366,1
3863,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1978,7.0128,10.47512949,1
3864,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1978,88284.13934,22730.23055,1
3865,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1978,1236.590079,72.6101281,1
3866,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1978,29700.29272,13980.82672,1
3867,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1978,1157.6205,464.4479177,1
3868,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1978,117852.5053,13821.70381,1
3869,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1978,8553.625563,447.9490401,1
3870,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1978,50364.07513,3894.798935,1
3871,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1978,13228,8322.056074,1
3872,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1978,22.15996667,6.466153539,1
3873,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1978,637.4464516,639.3861308,1
3874,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1978,67492.67077,18847.07094,1
3875,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1978,9911.4806,1909.355788,1
3876,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1978,215.6374,16.08572183,1
3877,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1978,5207.4767,2825.294664,1
3878,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1978,57642.09492,7623.555587,1
3879,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1978,128598.4704,604.9920874,1
3880,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1978,14502.73762,72.7182738,1
3881,GoM,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1978,422.95925,94.91070102,1
3882,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1978,40793.69231,4459.348628,1
3883,GoM,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1978,41.81012284,2.572137424,1
3884,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1978,658.528624,305.7407799,1
3885,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1978,58569.43878,3350.947942,1
3886,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1978,1345.386824,1144.147086,1
3887,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1979,48327.65027,11137.95928,1
3888,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1979,285.02875,2.703608985,1
3889,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1979,95320.04098,25498.32438,1
3890,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1979,772.2337632,99.98609799,1
3891,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1979,23928.91067,12568.98146,1
3892,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1979,2287.866,3479.678926,1
3893,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1979,87254.87597,14744.80752,1
3894,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1979,5694.403875,515.792478,1
3895,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1979,53012.21824,4400.797958,1
3896,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1979,15321,9028.41065,1
3897,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1979,268.8349667,127.2470977,1
3898,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1979,1476.056645,563.3552687,1
3899,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1979,71197.60246,14744.20056,1
3900,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1979,7674.55666,4067.597752,1
3901,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1979,2.126,25.66741098,1
3902,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1979,12920.06197,4722.544457,1
3903,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1979,66257.92965,3756.28522,1
3904,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1979,107397.2684,882.1115027,1
3905,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1979,10672.90833,5830.462409,1
3906,GoM,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1979,329.40475,92.85223403,1
3907,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1979,33834.85386,3913.481647,1
3908,GoM,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1979,420.1813967,21.90285442,1
3909,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1979,2480.046013,488.846068,1
3910,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1979,35609.19122,2677.494208,1
3911,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1979,1454.37345,1225.691346,1
3912,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1980,64562.88527,13144.15396,1
3913,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1980,446.18325,0.879065867,1
3914,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1980,97202.21311,29601.4217,1
3915,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1980,515.8506316,67.53331235,1
3916,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1980,60381.73072,32826.73503,1
3917,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1980,2490.7055,1763.534564,1
3918,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1980,67840.23824,10150.73912,1
3919,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1980,6008.608375,626.0556393,1
3920,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1980,51624.66166,4423.016161,1
3921,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1980,15265,12018.07256,1
3922,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1980,461.9776,228.9038369,1
3923,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1980,3899.467419,281.6942998,1
3924,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1980,46259.2179,19826.84653,1
3925,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1980,12677.42582,2338.960139,1
3926,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1980,71.292,41.44336376,1
3927,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1980,8481.672733,7786.235817,1
3928,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1980,58876.61536,5626.196363,1
3929,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1980,165954.6493,1100.218032,1
3930,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1980,17558.45457,5340.519068,1
3931,GoM,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1980,279.7685,76.10678952,1
3932,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1980,70946.64716,4560.318409,1
3933,GoM,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1980,541.7449097,19.14217288,1
3934,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1980,4317.891696,2542.477997,1
3935,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1980,62179.51733,2851.352263,1
3936,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1980,2057.785084,1866.225251,1
3937,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1981,80341.51835,12570.54684,1
3938,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1981,84.77865,12.33193624,1
3939,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1981,51557.82787,29616.19125,1
3940,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1981,1700.397211,62.14022614,1
3941,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1981,3371.543092,1823.209901,1
3942,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1981,2790.35975,214.4145316,1
3943,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1981,72290.03024,7911.327372,1
3944,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1981,14872.65088,525.7616346,1
3945,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1981,25226.83995,3391.793993,1
3946,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1981,14864,9220.844987,1
3947,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1981,826.2743333,449.7686388,1
3948,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1981,8503.936323,78.77275883,1
3949,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1981,18926.60861,17906.16015,1
3950,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1981,10835.26882,1870.409071,1
3951,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1981,102.0351333,60.86997084,1
3952,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1981,27681.63607,6397.549339,1
3953,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1981,21317.69727,4965.373355,1
3954,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1981,135732.3658,703.0322733,1
3955,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1981,19516.78668,9894.904347,1
3956,GoM,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1981,279.7685,113.5916534,1
3957,GoM,White hake,Fish,Demersal,Piscivore,Large,Gadoid,1981,69926.82565,6128.923535,1
3958,GoM,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1981,266.3663262,9.773731162,1
3959,GoM,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1981,5625.530782,3076.050663,1
3960,GoM,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1981,72656.66756,3282.737178,1
3961,GoM,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1981,1367.77358,1114.582877,1
3962,GoM,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1982,36076.04796,14012.85167,1
3963,GoM,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1982,864.5614,32.79261564,1
3964,GoM,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1982,108953.8115,16022.73629,1
3965,GoM,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1982,603.830579,75.000728,1
3966,GoM,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1982,35097.55809,19153.65293,1
3967,GoM,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1982,3532.89075,1273.392667,1
3968,GoM,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1982,18649.54527,6902.039438,1
3969,GoM,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1982,2761.387375,689.565784,1
3970,GoM,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1982,9271.537766,3258.106844,1
3971,GoM,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1982,13904,10105.67479,1
3972,GoM,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1982,349.6909667,116.9290958,1
3973,GoM,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1982,5496.886613,320.9866588,1
3974,GoM,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1982,23837.39071,15660.8999,1
3975,GoM,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1982,3079.5383,2332.83926,1
3976,GoM,Scup,Fish,Demersal,Benthivore,Small,Other,1982,315.9816,7.221134532,1
3977,GoM,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1982,3405.536667,8498.247711,1
3978,GoM,Silver hake,Fish,Pelagic,Zoopivore,Medium,Gadoid,1982,19048.09386,3875.846253,1
3979,GoM,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1982,64882.19712,791.5610807,1
3980,GoM,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1982,62795.07551,3869.996738,1
3981,GoM,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1982,235.85025,384.6241912,1
